@delta,camera_id,suburb,street,offence_location,postcode,last_annual_test,last_annual_test_sortable,camera_type,certificate,site_type,reason,link,latitude,longitude,intersects_with,expiry_date,lga,commissioned_date,description,network,status,DJCS Comments,location
274,F82,Fairfield,Heidelberg Road,"Heidelberg Road, at the intersection of Heidelberg Road and Station Street, Fairfield",3078,28/08/2025,28/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/F82-intersection-heidelberg-road-and-station-street-fairfield-camera-cert-280825.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.783416,145.017549,Station Street,28/08/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.783416,145.017549"
279,F87,Footscray,Geelong Road,"Geelong Road, at the intersection of Geelong Road and Barkly Street, Footscray",3011,6/10/2025,6/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-10/F87-footscray-geelong-road-at-the-intersection-of-geelong-road-and-barkly-street-camera-cert-061025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.798885,144.892241,Barkly Street,6/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.798885,144.892241"
284,GF,Lara,"Princes Freeway, Melbourne Bound","Princes Freeway, Melbourne Bound, Lara, Avalon Road Bridge",3212,1/06/2026,1/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/GF-GLR-avalon-road-bridge-NB-camera-cert-010626.pdf,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.0303843,144.4304484,Avalon Road Bridge,1/06/2027,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.0303843,144.4304484"
287,H18S,Epping,"Hume Freeway, Southbound","Hume Freeway, Southbound, Epping, 44 Metres South of Oherns Road",3076,27/11/2025,27/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/H18S-hume-freeway-epping-southbound-camera-cert-271125.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.6347227,144.9934414,44 Metres South of Oherns Road,27/11/2026,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.6347227,144.9934414"
295,H72S,Broadford,"Hume Freeway, Southbound","Hume Freeway, Southbound, Broadford, 109 Metres south of Broadford-Flowerdale Road",3658,31/03/2026,31/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/H72S-hume-freeway-broadford-southbound-camera-cert-310326.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.2075445,145.0689134,109 Metres south of Broadford-Flowerdale Road,31/03/2027,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.2075445,145.0689134"
301,PL14S,Carrum Downs,"Peninsula Link Freeway, Southbound","Peninsula Link Freeway, Southbound, Carrum Downs, Ballarto Road Bridge",3201,6/05/2026,6/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/PL14S-peninsula-link-ballarto-rd-bridge-carrum-downs-southbound-camera-cert-060526.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.113378,145.164628,Ballarto Road Bridge,6/05/2027,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-38.113378,145.164628"
307,PL33N,Moorooduc,"Peninsula Link Freeway, Northbound","Peninsula Link Freeway, Northbound, Moorooduc, Loders Road Bridge",3933,5/02/2026,5/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/PL33N-peninsula-link-loders-rd-bridge-northbound-camera-cert-050226.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.263141,145.106524,Loders Road Bridge,5/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.263141,145.106524"
312,WE,Broadmeadows,"Western Ring Road, Eastbound","Western Ring Road, Eastbound, Broadmeadows, approximately 1600 metres West of Sydney Road ",3047,22/12/2025,22/12/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-01/WE-WRR-broadmeadows-west-of-sydney-rd-camera-cert-221025.pdf,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.692822,144.940392,approximately 1600 metres West of Sydney Road ,22/12/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.692822,144.940392"
317,X01W,Bagshot,Midland Highway,"Midland Highway, at the intersection of Midland Highway and Bagshot level crossing 40 metres West of Peatlings Road, Bagshot",3551,8/10/2025,8/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/X01W-bagshot-midland-highway-westbound-at-bagshot-level-crossing-40m-west-of-peatings-road-bagshot-camera-cert-081025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.6539558,144.4043183,Bagshot level crossing 40 metres West of Peatlings Road,8/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-36.6539558,144.4043183"
319,D87,Melbourne,Kings Way,"Kings Way, at the intersection of Kings Way and Albert Road, Melbourne",3205,27/07/2026,27/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-08/D87_Melbourne_Kings_Way_and_Albert_Road_camera_cert_250725.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.835282,144.97121,Albert Road,27/07/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.835282,144.97121"
322,P02E,Deer Park,Ballarat Road,"Ballarat Road, at the intersection of Ballarat Road and approximately 40m Southeast of Marcellin Court, Deer Park",3023,5/05/2026,5/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/P02E-deerpark-ballarat-rd-approx-40m-southeast-of-marcellin-crt-camera-cert-050526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.768407,144.768236,approximately 40m Southeast of Marcellin Court,5/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.768407,144.768236"
328,GV04N,Mangalore,Goulburn Valley Freeway,"Goulburn Valley Freeway, Mangalore, approximately 1780 metres South of Selectors Rd/Gerrards Rd, Mangalore",3663,20/05/2026,20/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/GV04N-goulburn-valley-fwy-and-1780-metres-south-of-selectors-rd-gerrards-rd-mangalore-camera-cert-202526.pdf ,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.94261,145.14344,"approximately 1780 metres South of Selectors Rd/Gerrards Rd, Mangalore",20/05/2027,,,,,,,"-36.94261,145.14344"
331,GV33S,Wahring,Goulburn Valley Freeway,"Goulburn Valley Freeway, Wahring, approimately  650 Metres North of Wahring-Euroa Road, Wahring",3608,19/05/2026,19/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/GV33S-goulburn-valley-freeway-and-650-metres-north-of-wahring-euroa-road-wahring-camera-cert-190526.pdf,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.702348,145.203984,"approimately  650 Metres North of Wahring-Euroa Road, Wahring",19/05/2027,,,,,,,"-36.702348,145.203984"
332,M114EW,Yarragon,Princes Freeway,"Princes Freeway, Yarragon, Princes Freeway East & 500 Metres West of Gordon Road, YARRAGON",3823,11/03/2026,11/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/M114EW-princes-freeway-east-gordon-rd-yarragon-camera-cert-110326.pdf,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.197933,146.038881,"Princes Freeway East & 500 Metres West of Gordon Road, YARRAGON",11/03/2027,,,,,,,"-38.197933,146.038881"
334,M126W,Trafalgar,Princes Freeway,"Princes Freeway, Trafalgar, Princes Freeway East & 70 Metres West of Kennys Road",3824,23/03/2026,23/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/M126W-trafalgar-princes-freeway-east-and-70-metres-west-of-kennys-road-camera-cert-23032026.pdf,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.203833,146.18145,"Princes Freeway East & 70 Metres West of Kennys Road, TRAFALGAR",23/03/2027,,,,,,,"-38.203833,146.18145"
6,A11,Melbourne,St Kilda Road,"St Kilda Road, at the intersection of St Kilda Road and Union Street, Melbourne",3000,3/03/2026,3/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/A11-melbourne-intersection-of-stkilda-road-and-union-street-camera-cert-030326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8531504,144.9818999,Union Street,3/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8531504,144.9818999"
7,A12,Melbourne,Elizabeth Street,"Elizabeth Street, at the intersection of Elizabeth Street and La Trobe Street, Melbourne",3000,17/12/2025,17/12/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/A12-intersection-of-elizabeth-street-and-latrobe-street-melbourne-camera-cert-171225.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8101415,144.9613729,La Trobe Street,17/12/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8101415,144.9613729"
10,A17,Caulfield North,Dandenong Road,"Dandenong Road, at the intersection of Dandenong Road and Orrong Road, Caulfield North",3161,2/12/2025,2/12/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/A17KM-caulfield-north-dandenong-road-intersection-of-dandenong-road-and-orrong-road-camera-cert-021225.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8604639,145.0106558,Orrong Road,2/12/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8604639,145.0106558"
11,A18,Pascoe Vale South,Sussex Street,"Sussex Street, at the intersection of Sussex Street and O'Hea Street, Pascoe Vale South",3044,10/06/2026,10/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/A18-pascoe-vale-south-intersection-of-sussex-street-and-ohea-street-camera-cert-100626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.736115,144.949003,O'Hea Street,10/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.736115,144.949003"
13,A21S,Deepdene,Burke Road,"Burke Road, at the intersection of Burke Road and Whitehorse Road, Deepdene",3103,31/03/2026,31/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/A21S-deepdene-intersection-of-burke-rd-and-whitehorse-rd-camera-cert-310326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.81030021,145.0607207,Whitehorse Road,31/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.81030021,145.0607207"
16,A25,Melbourne,Elizabeth Street,"Elizabeth Street, at the intersection of Elizabeth Street and Victoria Street, Melbourne",3000,17/12/2025,17/12/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/A25-elizabeth-street-intersection-of-elizabeth-street-and-victoria-street-melbourne-camera-cert-171225.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8060786,144.9595705,Victoria Street,17/12/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8060786,144.9595705"
20,A41,Box Hill North,Middleborough Road,"Middleborough Road, at the intersection of Middleborough Road and Eastern Freeway, Box Hill North",3129,19/08/2025,19/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/A41-middleborough-box-hill-north-camera-cert-190825.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.7988497,145.1421525,Eastern Freeway,19/08/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.7988497,145.1421525"
25,A47,Noble Park,Heatherton Road,"Heatherton Road, at the intersection of Heatherton Road and Corrigan Road, Noble Park",3174,2/03/2026,2/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/A47-noble-park-intersection-of-heatherton-road-and-corrigan-road-camera-cert-020326.pdf ,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.9644928,145.1686976,Corrigan Road,2/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.9644928,145.1686976"
30,A56,Surrey Hills,Mont Albert Road,"Mont Albert Road, at the intersection of Mont Albert Road and Union Road, Surrey Hills",3127,1/04/2026,1/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/A56-surrey-hills-intersection-of-mont-albert-road-and-union-road-camera-cert-010426.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8204019,145.0981877,Union Road,1/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8204019,145.0981877"
41,A86,Scoresby,Stud Road,"Stud Road, at the intersection of Stud Road and Ferntree Gully Road, Scoresby",3179,11/05/2026,11/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/A86-scoresby-stud-road-and-ferntree-gully-road-camera-cert-110526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8994105,145.2329466,Ferntree Gully Road,11/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.8994105,145.2329466"
42,A89,Templestowe Lower,High Street,"High Street, at the intersection of High Street and Verene Avenue, Templestowe Lower",3107,27/03/2026,27/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/A89-templestowe-lower-high-street-intersection-of-high-street-and-verene-avenue-camera-cert-270326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.768059,145.118425,Verene Avenue,27/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.768059,145.118425"
49,B14,St Kilda East,Hotham Street,"Hotham Street, at the intersection of Hotham Street and Balaclava Road, St Kilda East",3183,12/03/2026,12/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/B14-st-kilda-east-intersection-of-hotham-street-and-balaclava-road-camera-cert-120326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.869411,144.999494,Balaclava Road,12/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.869411,144.999494"
53,B23,Surrey Hills,Union Road,"Union Road, at the intersection of Union Road and Mont Albert Road, Surrey Hills",3127,24/08/2026,22/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/B23-surrey-hills-intersection-of-union-road-and-mont-albert-road-camera-cert-240826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.820345,145.098381,Mont Albert Road,24/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.820345,145.098381"
54,B24,Caulfield North,Hawthorn Road,"Hawthorn Road, at the intersection of Hawthorn Road and Inkerman Road, Caulfield North",3161,27/11/2025,27/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/B24-hawthorn-road-intersection-of-hawthorn-road-and-inkerman-road-caulfield-north-camera-cert-271125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.869508,145.025328,Inkerman Road,27/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.869508,145.025328"
57,C01,Melbourne,William Street,"William Street, at the intersection of William Street and Flinders Street, Melbourne",3000,9/06/2026,9/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/C01-melbourne-intersection-of-william-street-and-flinders-street-camera-cert-090626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8198018,144.959895,Flinders Street,9/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8198018,144.959895"
59,C03,Melbourne,Flinders Street,"Flinders Street, at the intersection of Flinders Street and William Street, Melbourne",3000,6/03/2026,6/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/C03-melbourne-intersection-of-flinders-street-and-william-street-camera-cert-060326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8196285,144.9602692,William Street,6/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8196285,144.9602692"
60,C04,East Melbourne,Hoddle Street,"Hoddle Street, at the intersection of Hoddle Street and Victoria Parade, East Melbourne",3002,21/05/2026,21/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/C04-east-melbourne-hoddle-street-and-victoria-parade-camera-cert-210526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.810066,144.99117,Victoria Parade,21/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.810066,144.99117"
61,C05,Carlton,Victoria Parade,"Victoria Parade, at the intersection of Victoria Parade and Nicholson Street, Carlton",3053,16/06/2026,16/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/C05-carlton-intersection-of-victoria-parade-and-nicholson-street-camera-cert-160626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.80767,144.973038,Nicholson Street,16/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.80767,144.973038"
62,C06,South Yarra,Alexandra Avenue,"Alexandra Avenue, at the intersection of Alexandra Avenue and Church Street, South Yarra",3141,26/08/2026,26/08/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/C06-alexandra-avenue-intersection-of-alexandra-avenue-and-church-street-south-yarra-camera-cert-26082026.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8346689,144.9964079,Church Street,26/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8346689,144.9964079"
64,C08,East Melbourne,Nicholson Street,"Nicholson Street, at the intersection of Nicholson Street and Victoria Parade, East Melbourne",3002,2/09/2025,2/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/C08-nicholson-street-intersection-of-nicholson-street-and-victoria-parade-east-melbourne-camera-cert-020925.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8082079,144.9730271,Victoria Parade,2/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8082079,144.9730271"
68,C14,South Melbourne,Kings Way,"Kings Way, at the intersection of Kings Way and Park Street, South Melbourne",3205,11/02/2026,11/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/C14-south-melbourne-intersection-of-kings-way-and-park-street-camera-cert-110226.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.833242,144.967751,Park Street,11/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.833242,144.967751"
73,C20,Northcote,St Georges Road,"St Georges Road, at the intersection of St Georges Road and Arthurton Road, Northcote",3070,3/02/2026,3/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/C20-northcote-intersection-of-stgeorges-road-and-athurton-road-camera-cert-030226.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.768316,144.991624,Arthurton Road,3/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.768316,144.991624"
75,C23,Wantirna South,High Street Road,"High Street Road, at the intersection of High Street Road and Stud Road, Wantirna South",3152,18/08/2026,18/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/C23-wantirna-south-intersection-of-high-street-road-and-stud-road-camera-cert-180826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.876893,145.232675,Stud Road,18/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.876893,145.232675"
76,C24,Preston,Bell Street,"Bell Street, at the intersection of Bell Street and Plenty Road, Preston",3072,12/05/2026,12/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/C24-preston-intersection-of-bell-street-and-plenty-road-camera-cert-120526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.745667,145.006335,Plenty Road,12/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.745667,145.006335"
83,CDA,Melbourne,Domain Tunnel,"Domain Tunnel, Melbourne, approximately 725 metres after the tunnel entrance",3000,3/02/2026,3/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/CDA-melbourne-domain-camera-cert-030226.pdf,Highway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8255482,144.977088,approximately 725 metres after the tunnel entrance,3/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8255482,144.977088"
85,D01,Shepparton,Wyndham Street,"Wyndham Street, at the intersection of Wyndham Street and High Street, Shepparton",3630,3/07/2026,3/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/D01-shepparton-intersection-of-wyndham-st-and-high-st-camera-cert-030726.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.381242,145.399209,High Street,3/07/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-36.381242,145.399209"
86,D02,St Kilda,St Kilda Road,"St Kilda Road, at the intersection of St Kilda Road and Fitzroy Street, St Kilda",3182,16/10/2025,16/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-10/D02-st-kilda-st-kilda-road-intersection-of-st-kilda-road-and-fitzroy-street-camera-cert-161025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.85701,144.982538,Fitzroy Street,16/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.85701,144.982538"
91,D08,Rowville,Stud Road,"Stud Road, at the intersection of Stud Road and Wellington Road, Rowville",3178,21/01/2026,21/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/D08-rowville-stud-and-wellington-rd-camera-cert-210126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.927831,145.23318,Wellington Road,21/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.927831,145.23318"
